code,name,symbol
605268.SH,王力安防,sh605268
605277.SH,新亚电子,sh605277
605286.SH,同力日升,sh605286
605287.SH,德才股份,sh605287
605288.SH,凯迪股份,sh605288
605289.SH,罗曼股份,sh605289
605296.SH,神农集团,sh605296
605298.SH,必得科技,sh605298
605299.SH,舒华体育,sh605299
605300.SH,佳禾食品,sh605300
605303.SH,园林股份,sh605303
605305.SH,中际联合,sh605305
605318.SH,法狮龙,sh605318
605319.SH,无锡振华,sh605319
605333.SH,沪光股份,sh605333
605336.SH,帅丰电器,sh605336
605337.SH,李子园,sh605337
605338.SH,巴比食品,sh605338
605339.SH,南侨食品,sh605339
605358.SH,立昂微,sh605358
605365.SH,立达信,sh605365
605366.SH,宏柏新材,sh605366
605368.SH,蓝天燃气,sh605368
605369.SH,拱东医疗,sh605369
605376.SH,博迁新材,sh605376
605377.SH,华旺科技,sh605377
605378.SH,野马电池,sh605378
605388.SH,均瑶健康,sh605388
605389.SH,长龄液压,sh605389
605398.SH,新炬网络,sh605398
605399.SH,晨光新材,sh605399
605488.SH,福莱新材,sh605488
605499.SH,东鹏饮料,sh605499
605500.SH,森林包装,sh605500
605507.SH,国邦医药,sh605507
605555.SH,德昌股份,sh605555
605566.SH,福莱蒽特,sh605566
605567.SH,春雪食品,sh605567
605577.SH,龙版传媒,sh605577
605580.SH,恒盛能源,sh605580
605588.SH,冠石科技,sh605588
605589.SH,圣泉集团,sh605589
605598.SH,上海港湾,sh605598
605599.SH,菜百股份,sh605599
688001.SH,华兴源创,sh688001
688002.SH,睿创微纳,sh688002
688003.SH,天准科技,sh688003
688004.SH,博汇科技,sh688004
688005.SH,容百科技,sh688005
688006.SH,杭可科技,sh688006
688007.SH,光峰科技,sh688007
688008.SH,澜起科技,sh688008
688009.SH,中国通号,sh688009
688010.SH,福光股份,sh688010
688011.SH,新光光电,sh688011
688012.SH,中微公司,sh688012
688013.SH,天臣医疗,sh688013
688015.SH,交控科技,sh688015
688016.SH,心脉医疗,sh688016
688017.SH,绿的谐波,sh688017
688018.SH,乐鑫科技,sh688018
688019.SH,安集科技,sh688019
688020.SH,方邦股份,sh688020
688021.SH,奥福科技,sh688021
688022.SH,瀚川智能,sh688022
688023.SH,安恒信息,sh688023
688025.SH,杰普特,sh688025
688026.SH,洁特生物,sh688026
688027.SH,国盾量子,sh688027
688028.SH,沃尔德,sh688028
688029.SH,南微医学,sh688029
688030.SH,山石网科,sh688030
688031.SH,星环科技,sh688031
688032.SH,禾迈股份,sh688032
688033.SH,天宜新材,sh688033
688035.SH,德邦科技,sh688035
688036.SH,传音控股,sh688036
688037.SH,芯源微,sh688037
688038.SH,中科通达,sh688038
688039.SH,当虹科技,sh688039
688041.SH,海光信息,sh688041
688045.SH,必易微,sh688045
688046.SH,药康生物,sh688046
688047.SH,龙芯中科,sh688047
688048.SH,长光华芯,sh688048
688049.SH,炬芯科技,sh688049
688050.SH,爱博医疗,sh688050
688051.SH,佳华科技,sh688051
688052.SH,纳芯微,sh688052
688053.SH,ST思科瑞,sh688053
688055.SH,龙腾光电,sh688055
688056.SH,莱伯泰科,sh688056
688057.SH,金达莱,sh688057
688058.SH,宝兰德,sh688058
688059.SH,华锐精密,sh688059
688060.SH,云涌科技,sh688060
688061.SH,灿瑞科技,sh688061
688062.SH,迈威生物,sh688062
688063.SH,派能科技,sh688063
688065.SH,凯赛生物,sh688065
688066.SH,航天宏图,sh688066
688067.SH,爱威科技,sh688067
688068.SH,热景生物,sh688068
688069.SH,德林海,sh688069
688070.SH,纵横股份,sh688070
688071.SH,华依科技,sh688071
688072.SH,拓荆科技,sh688072
688073.SH,毕得医药,sh688073
688075.SH,安旭生物,sh688075
688076.SH,ST诺泰,sh688076
688077.SH,大地熊,sh688077
688078.SH,龙软科技,sh688078
688079.SH,美迪凯,sh688079
688080.SH,映翰通,sh688080
688081.SH,兴图新科,sh688081
688082.SH,盛美上海,sh688082
688083.SH,中望软件,sh688083
688084.SH,晶品特装,sh688084
688085.SH,三友医疗,sh688085
688087.SH,英科再生,sh688087
688088.SH,虹软科技,sh688088
688089.SH,嘉必优,sh688089
688090.SH,瑞松科技,sh688090
688091.SH,上海谊众,sh688091
688092.SH,爱科科技,sh688092
688093.SH,世华科技,sh688093
688095.SH,福昕软件,sh688095
688096.SH,京源环保,sh688096
688097.SH,博众精工,sh688097
688098.SH,申联生物,sh688098
688099.SH,晶晨股份,sh688099
688100.SH,威胜信息,sh688100
688101.SH,三达膜,sh688101
688102.SH,斯瑞新材,sh688102
688103.SH,国力电子,sh688103
688105.SH,诺唯赞,sh688105
688106.SH,金宏气体,sh688106
688107.SH,安路科技,sh688107
688108.SH,赛诺医疗,sh688108
688109.SH,品茗科技,sh688109
688110.SH,东芯股份,sh688110
688111.SH,金山办公,sh688111
688112.SH,鼎阳科技,sh688112
688113.SH,联测科技,sh688113
688114.SH,华大智造,sh688114
688115.SH,思林杰,sh688115
688116.SH,天奈科技,sh688116
688117.SH,圣诺生物,sh688117
688118.SH,普元信息,sh688118
688119.SH,中钢洛耐,sh688119
688120.SH,华海清科,sh688120
688121.SH,卓然股份,sh688121
688122.SH,西部超导,sh688122
688123.SH,聚辰股份,sh688123
688125.SH,安达智能,sh688125
688126.SH,沪硅产业,sh688126
688127.SH,蓝特光学,sh688127
688128.SH,中国电研,sh688128
688129.SH,东来技术,sh688129
688130.SH,晶华微,sh688130
688131.SH,皓元医药,sh688131
688132.SH,邦彦技术,sh688132
688133.SH,泰坦科技,sh688133
688135.SH,利扬芯片,sh688135
688136.SH,科兴制药,sh688136
688137.SH,近岸蛋白,sh688137
688138.SH,清溢光电,sh688138
688139.SH,海尔生物,sh688139
688141.SH,杰华特,sh688141
688143.SH,长盈通,sh688143
688146.SH,中船特气,sh688146
688147.SH,微导纳米,sh688147
688148.SH,芳源股份,sh688148
688150.SH,莱特光电,sh688150
688151.SH,华强科技,sh688151
688152.SH,麒麟信安,sh688152
688153.SH,唯捷创芯,sh688153
688155.SH,先惠技术,sh688155
688156.SH,路德科技,sh688156
688157.SH,松井股份,sh688157
688158.SH,优刻得,sh688158
688159.SH,有方科技,sh688159
688160.SH,步科股份,sh688160
688161.SH,威高骨科,sh688161
688162.SH,巨一科技,sh688162
688163.SH,赛伦生物,sh688163
688165.SH,埃夫特,sh688165
688166.SH,博瑞医药,sh688166
688167.SH,炬光科技,sh688167
688168.SH,安博通,sh688168
688169.SH,石头科技,sh688169
688170.SH,德龙激光,sh688170
688171.SH,纬德信息,sh688171
688172.SH,燕东微,sh688172
688173.SH,希荻微,sh688173
688175.SH,高凌信息,sh688175
688176.SH,亚虹医药,sh688176
688177.SH,百奥泰,sh688177
688178.SH,万德斯,sh688178
688179.SH,阿拉丁,sh688179
688180.SH,君实生物,sh688180
688181.SH,八亿时空,sh688181
688182.SH,灿勤科技,sh688182
688183.SH,生益电子,sh688183
688184.SH,ST帕瓦,sh688184
688185.SH,康希诺,sh688185
688186.SH,广大特材,sh688186
688187.SH,时代电气,sh688187
688188.SH,柏楚电子,sh688188
688189.SH,南新制药,sh688189
688190.SH,云路股份,sh688190
688191.SH,智洋创新,sh688191
688192.SH,迪哲医药,sh688192
688193.SH,XD仁度生,sh688193
688195.SH,腾景科技,sh688195
688196.SH,卓越新能,sh688196
688197.SH,首药控股,sh688197
688198.SH,佰仁医疗,sh688198
688199.SH,久日新材,sh688199
688200.SH,华峰测控,sh688200
688201.SH,信安世纪,sh688201
688202.SH,美迪西,sh688202
688203.SH,海正生材,sh688203
688205.SH,德科立,sh688205
688206.SH,概伦电子,sh688206
688207.SH,格灵深瞳,sh688207
688208.SH,道通科技,sh688208
688209.SH,英集芯,sh688209
688210.SH,统联精密,sh688210
688211.SH,中科微至,sh688211
688212.SH,澳华内镜,sh688212
688213.SH,思特威,sh688213
688215.SH,瑞晟智能,sh688215
688216.SH,气派科技,sh688216
688217.SH,睿昂基因,sh688217
688218.SH,江苏北人,sh688218
688219.SH,会通股份,sh688219
688220.SH,翱捷科技,sh688220
688221.SH,前沿生物,sh688221
688222.SH,成都先导,sh688222
688223.SH,晶科能源,sh688223
688225.SH,亚信安全,sh688225
688226.SH,威腾电气,sh688226
688227.SH,品高股份,sh688227
688228.SH,开普云,sh688228
688229.SH,博睿数据,sh688229
688230.SH,芯导科技,sh688230
688231.SH,隆达股份,sh688231
688232.SH,新点软件,sh688232
688233.SH,神工股份,sh688233
688234.SH,天岳先进,sh688234
688235.SH,百济神州,sh688235
688236.SH,春立医疗,sh688236
688237.SH,超卓航科,sh688237
688238.SH,和元生物,sh688238
688239.SH,航宇科技,sh688239
688244.SH,永信至诚,sh688244
688246.SH,嘉和美康,sh688246
688247.SH,宣泰医药,sh688247
688248.SH,南网科技,sh688248
688249.SH,晶合集成,sh688249
688251.SH,井松智能,sh688251
688252.SH,天德钰,sh688252
688253.SH,英诺特,sh688253
688255.SH,凯尔达,sh688255
688256.SH,寒武纪,sh688256
688257.SH,新锐股份,sh688257
688258.SH,卓易信息,sh688258
688259.SH,创耀科技,sh688259
688260.SH,昀冢科技,sh688260
688261.SH,东微半导,sh688261
688262.SH,国芯科技,sh688262
688265.SH,南模生物,sh688265
688266.SH,泽璟制药,sh688266
688267.SH,中触媒,sh688267
688268.SH,华特气体,sh688268
688269.SH,凯立新材,sh688269
688270.SH,臻镭科技,sh688270
688271.SH,联影医疗,sh688271
688272.SH,富吉瑞,sh688272
688273.SH,麦澜德,sh688273
688275.SH,万润新能,sh688275
688276.SH,百克生物,sh688276
688277.SH,天智航,sh688277
688278.SH,特宝生物,sh688278
688279.SH,峰岹科技,sh688279
688280.SH,精进电动,sh688280
688281.SH,华秦科技,sh688281
688282.SH,理工导航,sh688282
688283.SH,坤恒顺维,sh688283
688285.SH,高铁电气,sh688285
688286.SH,敏芯股份,sh688286
688287.SH,*ST观典,sh688287
688288.SH,鸿泉技术,sh688288
688289.SH,圣湘生物,sh688289
688290.SH,景业智能,sh688290
688291.SH,金橙子,sh688291
688292.SH,浩瀚深度,sh688292
688293.SH,奥浦迈,sh688293
688295.SH,中复神鹰,sh688295
688296.SH,和达科技,sh688296
688297.SH,中无人机,sh688297
688298.SH,东方生物,sh688298
688299.SH,长阳科技,sh688299
688300.SH,联瑞新材,sh688300
688301.SH,奕瑞科技,sh688301
688302.SH,海创药业,sh688302
688303.SH,大全能源,sh688303
688305.SH,科德数控,sh688305
688306.SH,均普智能,sh688306
688307.SH,中润光学,sh688307
688308.SH,欧科亿,sh688308
688309.SH,恒誉环保,sh688309
688310.SH,迈得医疗,sh688310
688311.SH,盟升电子,sh688311
688312.SH,燕麦科技,sh688312
688313.SH,仕佳光子,sh688313
688314.SH,康拓医疗,sh688314
688315.SH,诺禾致源,sh688315
688316.SH,青云科技,sh688316
688317.SH,之江生物,sh688317
688318.SH,财富趋势,sh688318
688319.SH,欧林生物,sh688319
688320.SH,禾川科技,sh688320
688321.SH,微芯生物,sh688321
688322.SH,奥比中光,sh688322
688323.SH,瑞华泰,sh688323
688325.SH,赛微微电,sh688325
688326.SH,经纬恒润,sh688326
688327.SH,云从科技,sh688327
688328.SH,深科达,sh688328
688329.SH,艾隆科技,sh688329
688330.SH,宏力达,sh688330
688331.SH,荣昌生物,sh688331
688332.SH,中科蓝讯,sh688332
688333.SH,铂力特,sh688333
688334.SH,西高院,sh688334
688335.SH,复洁科技,sh688335
688336.SH,三生国健,sh688336
688337.SH,普源精电,sh688337
688338.SH,赛科希德,sh688338
688339.SH,亿华通,sh688339
688343.SH,云天励飞,sh688343
688345.SH,博力威,sh688345
688347.SH,华虹公司,sh688347
688348.SH,昱能科技,sh688348
688349.SH,三一重能,sh688349
688350.SH,富淼科技,sh688350
688351.SH,微电生理,sh688351
688352.SH,颀中科技,sh688352
688353.SH,华盛锂电,sh688353
688355.SH,明志科技,sh688355
688356.SH,键凯科技,sh688356
688357.SH,建龙微纳,sh688357
688358.SH,祥生医疗,sh688358
688359.SH,三孚新科,sh688359
688360.SH,德马科技,sh688360
688361.SH,中科飞测,sh688361
688362.SH,甬矽电子,sh688362
688363.SH,华熙生物,sh688363
688365.SH,光云科技,sh688365
688366.SH,昊海生科,sh688366
688367.SH,工大高科,sh688367
688368.SH,晶丰明源,sh688368
688369.SH,致远互联,sh688369
688370.SH,丛麟科技,sh688370
688371.SH,菲沃泰,sh688371
688372.SH,伟测科技,sh688372
688373.SH,盟科药业,sh688373
688375.SH,国博电子,sh688375
688376.SH,美埃科技,sh688376
688377.SH,迪威尔,sh688377
688378.SH,奥来德,sh688378
688379.SH,华光新材,sh688379
688380.SH,中微半导,sh688380
688381.SH,帝奥微,sh688381
688382.SH,益方生物,sh688382
688383.SH,新益昌,sh688383
688385.SH,复旦微电,sh688385
688386.SH,泛亚微透,sh688386
688387.SH,信科移动,sh688387
688388.SH,嘉元科技,sh688388
688389.SH,普门科技,sh688389
688390.SH,固德威,sh688390
688391.SH,钜泉科技,sh688391
688392.SH,骄成超声,sh688392
688393.SH,安必平,sh688393
688395.SH,正弦电气,sh688395
688396.SH,华润微,sh688396
688398.SH,赛特新材,sh688398
688399.SH,硕世生物,sh688399
688400.SH,凌云光,sh688400
688401.SH,路维光电,sh688401
688403.SH,汇成股份,sh688403
688408.SH,中信博,sh688408
688409.SH,富创精密,sh688409
688410.SH,山外山,sh688410
688411.SH,海博思创,sh688411
688416.SH,恒烁股份,sh688416
688418.SH,震有科技,sh688418
688419.SH,耐科装备,sh688419
688420.SH,美腾科技,sh688420
688425.SH,铁建重工,sh688425
688426.SH,康为世纪,sh688426
688428.SH,诺诚健华,sh688428
688429.SH,时创能源,sh688429
688432.SH,有研硅,sh688432
688433.SH,华曙高科,sh688433
688435.SH,英方软件,sh688435
688439.SH,振华风光,sh688439
688443.SH,智翔金泰,sh688443
688448.SH,磁谷科技,sh688448
688449.SH,联芸科技,sh688449
688450.SH,光格科技,sh688450
688455.SH,科捷智能,sh688455
688456.SH,有研粉材,sh688456
688458.SH,美芯晟,sh688458
688459.SH,哈铁科技,sh688459
688466.SH,金科环境,sh688466
688468.SH,科美诊断,sh688468
688469.SH,芯联集成,sh688469
688472.SH,阿特斯,sh688472
688475.SH,萤石网络,sh688475
688478.SH,晶升股份,sh688478
688479.SH,友车科技,sh688479
688480.SH,赛恩斯,sh688480
688484.SH,南芯科技,sh688484
688485.SH,九州一轨,sh688485
688486.SH,龙迅股份,sh688486
688488.SH,艾迪药业,sh688488
688489.SH,三未信安,sh688489
688496.SH,清越科技,sh688496
688498.SH,源杰科技,sh688498
688499.SH,利元亨,sh688499
688500.SH,慧辰股份,sh688500
688501.SH,青达环保,sh688501
688502.SH,茂莱光学,sh688502
688503.SH,聚和材料,sh688503
688505.SH,复旦张江,sh688505
688506.SH,百利天恒,sh688506
688507.SH,索辰科技,sh688507
688508.SH,芯朋微,sh688508
688509.SH,正元地信,sh688509
688510.SH,航亚科技,sh688510
688511.SH,*ST天微,sh688511
688512.SH,慧智微,sh688512
688513.SH,苑东生物,sh688513
688515.SH,裕太微,sh688515
688516.SH,奥特维,sh688516
688517.SH,金冠电气,sh688517
688518.SH,联赢激光,sh688518
688519.SH,南亚新材,sh688519
688520.SH,神州细胞,sh688520
688521.SH,芯原股份,sh688521
688522.SH,纳睿雷达,sh688522
688523.SH,航天环宇,sh688523
688525.SH,佰维存储,sh688525
688526.SH,科前生物,sh688526
688528.SH,秦川物联,sh688528
688529.SH,豪森智能,sh688529
688530.SH,欧莱新材,sh688530
688531.SH,日联科技,sh688531
688533.SH,上声电子,sh688533
688535.SH,华海诚科,sh688535
688536.SH,思瑞浦,sh688536
688538.SH,和辉光电,sh688538
688539.SH,高华科技,sh688539
688543.SH,国科军工,sh688543
688545.SH,兴福电子,sh688545
688548.SH,广钢气体,sh688548
688549.SH,中巨芯,sh688549
688550.SH,瑞联新材,sh688550
688551.SH,科威尔,sh688551
688552.SH,航天南湖,sh688552
688553.SH,汇宇制药,sh688553
688556.SH,高测股份,sh688556
688557.SH,兰剑智能,sh688557
688558.SH,国盛智科,sh688558
688559.SH,海目星,sh688559
688560.SH,明冠新材,sh688560
688561.SH,奇安信,sh688561
688562.SH,航天软件,sh688562
688563.SH,航材股份,sh688563
688565.SH,力源科技,sh688565
688566.SH,吉贝尔,sh688566
688567.SH,孚能科技,sh688567
688568.SH,中科星图,sh688568
688569.SH,铁科轨道,sh688569
688570.SH,天玛智控,sh688570
688571.SH,杭华股份,sh688571
688573.SH,信宇人,sh688573
688575.SH,亚辉龙,sh688575
688576.SH,西山科技,sh688576
688577.SH,浙海德曼,sh688577
688578.SH,艾力斯,sh688578
688579.SH,山大地纬,sh688579
688580.SH,伟思医疗,sh688580
688581.SH,安杰思,sh688581
688582.SH,芯动联科,sh688582
688583.SH,思看科技,sh688583
688584.SH,上海合晶,sh688584
688585.SH,上纬新材,sh688585
688586.SH,江航装备,sh688586
688588.SH,凌志软件,sh688588
688589.SH,力合微,sh688589
688590.SH,新致软件,sh688590
688591.SH,泰凌微,sh688591
688592.SH,司南导航,sh688592
688593.SH,新相微,sh688593
688595.SH,芯海科技,sh688595
688596.SH,正帆科技,sh688596
688597.SH,煜邦电力,sh688597
688598.SH,金博股份,sh688598
688599.SH,天合光能,sh688599
688600.SH,皖仪科技,sh688600
688601.SH,力芯微,sh688601
688602.SH,康鹏科技,sh688602
688603.SH,天承科技,sh688603
688605.SH,先锋精科,sh688605
688606.SH,奥泰生物,sh688606
688607.SH,康众医疗,sh688607
688608.SH,恒玄科技,sh688608
688609.SH,九联科技,sh688609
688610.SH,埃科光电,sh688610
688611.SH,杭州柯林,sh688611
688612.SH,威迈斯,sh688612
688613.SH,奥精医疗,sh688613
688615.SH,合合信息,sh688615
688616.SH,西力科技,sh688616
688617.SH,惠泰医疗,sh688617
688618.SH,三旺通信,sh688618
688619.SH,罗普特,sh688619
688620.SH,安凯微,sh688620
688621.SH,阳光诺和,sh688621
688622.SH,禾信仪器,sh688622
688623.SH,双元科技,sh688623
688625.SH,呈和科技,sh688625
688626.SH,翔宇医疗,sh688626
688627.SH,精智达,sh688627
688628.SH,优利德,sh688628
688629.SH,华丰科技,sh688629
688630.SH,芯碁微装,sh688630
688631.SH,莱斯信息,sh688631
688633.SH,星球石墨,sh688633
688636.SH,智明达,sh688636
688638.SH,誉辰智能,sh688638
688639.SH,华恒生物,sh688639
688646.SH,ST逸飞,sh688646
688648.SH,中邮科技,sh688648
688651.SH,盛邦安全,sh688651
688652.SH,京仪装备,sh688652
688653.SH,康希通信,sh688653
688655.SH,迅捷兴,sh688655
688656.SH,浩欧博,sh688656
688657.SH,浩辰软件,sh688657
688658.SH,悦康药业,sh688658
688659.SH,元琛科技,sh688659
688660.SH,电气风电,sh688660
688661.SH,和林微纳,sh688661
688662.SH,富信科技,sh688662
688663.SH,新风光,sh688663
688665.SH,四方光电,sh688665
688667.SH,菱电电控,sh688667
688668.SH,鼎通科技,sh688668
688669.SH,聚石化学,sh688669
688670.SH,金迪克,sh688670
688671.SH,碧兴物联,sh688671
688676.SH,金盘科技,sh688676
688677.SH,海泰新光,sh688677
688678.SH,福立旺,sh688678
688679.SH,通源环境,sh688679
688680.SH,海优新材,sh688680
688681.SH,科汇股份,sh688681
688682.SH,霍莱沃,sh688682
688683.SH,莱尔科技,sh688683
688685.SH,迈信林,sh688685
688686.SH,奥普特,sh688686
688687.SH,凯因科技,sh688687
688689.SH,银河微电,sh688689
688690.SH,纳微科技,sh688690
688691.SH,灿芯股份,sh688691
688692.SH,达梦数据,sh688692
688693.SH,锴威特,sh688693
688695.SH,中创股份,sh688695
688696.SH,极米科技,sh688696
688697.SH,纽威数控,sh688697
688698.SH,伟创电气,sh688698
688699.SH,明微电子,sh688699
688700.SH,东威科技,sh688700
688701.SH,卓锦股份,sh688701
688702.SH,盛科通信,sh688702
688707.SH,振华新材,sh688707
688708.SH,佳驰科技,sh688708
688709.SH,成都华微,sh688709
688710.SH,益诺思,sh688710
688711.SH,宏微科技,sh688711
688716.SH,中研股份,sh688716
688717.SH,艾罗能源,sh688717
688718.SH,唯赛勃,sh688718
688719.SH,爱科赛博,sh688719
688720.SH,艾森股份,sh688720
688721.SH,龙图光罩,sh688721
688722.SH,同益中,sh688722
688726.SH,拉普拉斯,sh688726
688727.SH,恒坤新材,sh688727
688728.SH,格科微,sh688728
688729.SH,屹唐股份,sh688729
688733.SH,壹石通,sh688733
688737.SH,中自科技,sh688737
688739.SH,成大生物,sh688739
688750.SH,金天钛业,sh688750
688755.SH,汉邦科技,sh688755
688757.SH,胜科纳米,sh688757
688758.SH,赛分科技,sh688758
688759.SH,必贝特,sh688759
688765.SH,禾元生物,sh688765
688766.SH,普冉股份,sh688766
688767.SH,博拓生物,sh688767
688768.SH,容知日新,sh688768
688772.SH,珠海冠宇,sh688772
688775.SH,影石创新,sh688775
688776.SH,国光电气,sh688776
688777.SH,中控技术,sh688777
688778.SH,厦钨新能,sh688778
688779.SH,五矿新能,sh688779
688783.SH,西安奕材,sh688783
688786.SH,悦安新材,sh688786
688787.SH,海天瑞声,sh688787
688788.SH,科思科技,sh688788
688789.SH,宏华数科,sh688789
688793.SH,倍轻松,sh688793
688798.SH,艾为电子,sh688798
688799.SH,华纳药厂,sh688799
688800.SH,瑞可达,sh688800
688819.SH,天能股份,sh688819
688981.SH,中芯国际,sh688981
000001.SZ,平安银行,sz000001
000002.SZ,万 科Ａ,sz000002
000004.SZ,*ST国华,sz000004
000006.SZ,深振业Ａ,sz000006
000007.SZ,全新好,sz000007
000008.SZ,神州高铁,sz000008
000009.SZ,中国宝安,sz000009
000010.SZ,美丽生态,sz000010
000011.SZ,深物业A,sz000011
000012.SZ,南 玻Ａ,sz000012
000014.SZ,沙河股份,sz000014
000016.SZ,深康佳Ａ,sz000016
000017.SZ,深中华A,sz000017
000019.SZ,深粮控股,sz000019
000020.SZ,深华发Ａ,sz000020
000021.SZ,深科技,sz000021
000025.SZ,特 力Ａ,sz000025
000026.SZ,飞亚达,sz000026
000027.SZ,深圳能源,sz000027
000028.SZ,国药一致,sz000028
000029.SZ,深深房Ａ,sz000029
000030.SZ,富奥股份,sz000030
000031.SZ,大悦城,sz000031
000032.SZ,深桑达Ａ,sz000032
000034.SZ,神州数码,sz000034
000035.SZ,中国天楹,sz000035
000036.SZ,华联控股,sz000036
000037.SZ,深南电A,sz000037
000039.SZ,中集集团,sz000039
000042.SZ,中洲控股,sz000042
000045.SZ,深纺织Ａ,sz000045
000048.SZ,京基智农,sz000048
000049.SZ,德赛电池,sz000049
000050.SZ,深天马Ａ,sz000050
000055.SZ,方大集团,sz000055
000056.SZ,皇庭国际,sz000056
000058.SZ,深 赛 格,sz000058
000059.SZ,华锦股份,sz000059
000060.SZ,中金岭南,sz000060
000061.SZ,农 产 品,sz000061
000062.SZ,深圳华强,sz000062
000063.SZ,中兴通讯,sz000063
000065.SZ,北方国际,sz000065
000066.SZ,中国长城,sz000066
000068.SZ,华控赛格,sz000068
000069.SZ,华侨城Ａ,sz000069
000070.SZ,特发信息,sz000070
000078.SZ,海王生物,sz000078
000088.SZ,盐 田 港,sz000088
000089.SZ,深圳机场,sz000089
000090.SZ,天健集团,sz000090
000096.SZ,广聚能源,sz000096
000099.SZ,中信海直,sz000099
000100.SZ,TCL科技,sz000100
000151.SZ,中成股份,sz000151
000153.SZ,丰原药业,sz000153
000155.SZ,川能动力,sz000155
000156.SZ,华数传媒,sz000156
000157.SZ,中联重科,sz000157
000158.SZ,常山北明,sz000158
000159.SZ,国际实业,sz000159
000166.SZ,申万宏源,sz000166
000301.SZ,东方盛虹,sz000301
000333.SZ,美的集团,sz000333
000338.SZ,潍柴动力,sz000338
000400.SZ,许继电气,sz000400
000401.SZ,金隅冀东,sz000401
000402.SZ,金 融 街,sz000402
000403.SZ,派林生物,sz000403
000404.SZ,长虹华意,sz000404
000407.SZ,胜利股份,sz000407
000408.SZ,藏格矿业,sz000408
000409.SZ,云鼎科技,sz000409
000410.SZ,沈阳机床,sz000410
000411.SZ,英特集团,sz000411
000415.SZ,渤海租赁,sz000415
000417.SZ,合百集团,sz000417
000419.SZ,通程控股,sz000419
000420.SZ,吉林化纤,sz000420
000421.SZ,南京公用,sz000421
000422.SZ,湖北宜化,sz000422
000423.SZ,东阿阿胶,sz000423
000425.SZ,徐工机械,sz000425
000426.SZ,兴业银锡,sz000426
000428.SZ,华天酒店,sz000428
000429.SZ,粤高速Ａ,sz000429
000430.SZ,*ST张股,sz000430
000488.SZ,ST晨鸣,sz000488
000498.SZ,山东路桥,sz000498
000501.SZ,武商集团,sz000501
000503.SZ,国新健康,sz000503
000504.SZ,*ST生物,sz000504
000505.SZ,京粮控股,sz000505
000506.SZ,招金黄金,sz000506
000507.SZ,珠海港,sz000507
000509.SZ,华塑控股,sz000509
000510.SZ,新金路,sz000510
000513.SZ,丽珠集团,sz000513
000514.SZ,渝 开 发,sz000514
000516.SZ,国际医学,sz000516
000517.SZ,荣安地产,sz000517
000518.SZ,*ST四环,sz000518
000519.SZ,中兵红箭,sz000519
000520.SZ,凤凰航运,sz000520
000521.SZ,长虹美菱,sz000521
000523.SZ,红棉股份,sz000523
000524.SZ,岭南控股,sz000524
000525.SZ,红太阳,sz000525
000526.SZ,学大教育,sz000526
000528.SZ,柳 工,sz000528
000529.SZ,广弘控股,sz000529
000530.SZ,冰山冷热,sz000530
000531.SZ,穗恒运Ａ,sz000531
000532.SZ,华金资本,sz000532
000533.SZ,顺钠股份,sz000533
000534.SZ,万泽股份,sz000534
000536.SZ,华映科技,sz000536
000537.SZ,中绿电,sz000537
000538.SZ,云南白药,sz000538
000539.SZ,粤电力Ａ,sz000539
000541.SZ,佛山照明,sz000541
000543.SZ,皖能电力,sz000543
000544.SZ,中原环保,sz000544
000545.SZ,金浦钛业,sz000545
000546.SZ,金圆股份,sz000546
000547.SZ,航天发展,sz000547
000548.SZ,湖南投资,sz000548
000550.SZ,江铃汽车,sz000550
000551.SZ,创元科技,sz000551
000552.SZ,甘肃能化,sz000552
000553.SZ,安道麦A,sz000553
000554.SZ,泰山石油,sz000554
000555.SZ,神州信息,sz000555
000557.SZ,西部创业,sz000557
000558.SZ,天府文旅,sz000558
000559.SZ,万向钱潮,sz000559
000560.SZ,我爱我家,sz000560
000561.SZ,烽火电子,sz000561
000563.SZ,陕国投Ａ,sz000563
000564.SZ,供销大集,sz000564
000565.SZ,渝三峡Ａ,sz000565
000566.SZ,海南海药,sz000566
000567.SZ,海德股份,sz000567
000568.SZ,泸州老窖,sz000568
000570.SZ,苏常柴Ａ,sz000570
000571.SZ,新大洲A,sz000571
000572.SZ,海马汽车,sz000572
000573.SZ,粤宏远Ａ,sz000573
000576.SZ,甘化科工,sz000576
000581.SZ,威孚高科,sz000581
000582.SZ,北部湾港,sz000582
000586.SZ,汇源通信,sz000586
000589.SZ,贵州轮胎,sz000589
000590.SZ,启迪药业,sz000590
000591.SZ,太阳能,sz000591
000592.SZ,平潭发展,sz000592
000593.SZ,德龙汇能,sz000593
000595.SZ,*ST宝实,sz000595
000596.SZ,古井贡酒,sz000596
000597.SZ,东北制药,sz000597
000598.SZ,兴蓉环境,sz000598
000599.SZ,青岛双星,sz000599
000600.SZ,建投能源,sz000600
000601.SZ,韶能股份,sz000601
000603.SZ,盛达资源,sz000603
000605.SZ,渤海股份,sz000605
000607.SZ,华媒控股,sz000607
000608.SZ,*ST阳光,sz000608
000609.SZ,ST中迪,sz000609
000610.SZ,西安旅游,sz000610
000612.SZ,焦作万方,sz000612
000615.SZ,*ST美谷,sz000615
000617.SZ,中油资本,sz000617
000619.SZ,海螺新材,sz000619
000620.SZ,盈新发展,sz000620
000623.SZ,吉林敖东,sz000623
000625.SZ,长安汽车,sz000625
000626.SZ,远大控股,sz000626
000628.SZ,高新发展,sz000628
